name,cuisines,aggregate_rating,rating_text,votes,average_cost_for_two,price_range,locality,city,latitude,longitude,has_online_delivery,has_table_booking,American,Andhra,Arabian,Asian,Awadhi,BBQ,Bakery,Beverages,Biryani,Burger,Burmese,Cafe,Chinese,Coffee,Continental,Desserts,European,Fast Food,Gujarati,Healthy Food,Hyderabadi,Ice Cream,Italian,Japanese,Juices,Lebanese,Mediterranean,Mexican,Modern Indian,Momos,Mughlai,North Indian,Parsi,Pizza,Rajasthani,Rolls,Salad,Sandwich,Seafood,South Indian,Street Food,Sushi,Tex-Mex,Thai,Tibetan,Vietnamese,places,cuisine_count,place_type
Natural Ice Cream,"Ice Cream, Desserts",4.6,Excellent,1510,200,1,Srinagar Colony,Hyderabad,17.4285918352,78.4396097437,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,2,None
Paradise Biryani,"Biryani, North Indian, Mughlai",4.6,Excellent,8317,800,2,Gachibowli,Hyderabad,17.442355921500003,78.3565075323,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,3,None
Aashna - Aalankrita Resort,"North Indian, Chinese",4.6,Excellent,589,1300,3,Shamirpet,Hyderabad,17.5727975368,78.5571448132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aalankrita Resort,2,Resort
Shalimar Tiffins and Snacks,"Fast Food, South Indian, Street Food",4.6,Excellent,658,250,1,Rani Gunj,Secunderabad,17.4332544038,78.4928784147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,None,3,None
Lamakaan,Street Food,4.6,Excellent,784,200,1,Banjara Hills,Hyderabad,17.421155981800002,78.4473060071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,None,1,None
Mekong - Marigold Hotel,"Chinese, Thai, Burmese, Vietnamese, Tibetan, Japanese",4.6,Excellent,1271,3000,4,Marigold Hotel,Hyderabad,17.4371818,78.454372,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,None,6,None
Ohri's Eatmor,"North Indian, South Indian, Cafe",4.6,Excellent,2143,1200,3,Banjara Hills,Hyderabad,17.4084028443,78.4388778359,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,None,3,None
Jewel of Nizam - The Minar - The Golkonda Resort,"Hyderabadi, Mughlai",4.6,Excellent,2631,2500,4,Gandipet,Hyderabad,17.389428406,78.315143846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Golkonda Resorts & Spa,2,Resort
Over The Moon Brew Company,"Asian, Continental, North Indian, Chinese, Mediterranean",4.6,Excellent,3035,1900,3,Gachibowli,Hyderabad,17.440206450999998,78.36203791199999,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,5,None
Cafe Bahar,"Mughlai, North Indian, Chinese",4.6,Excellent,11208,600,2,Basheer Bagh,Hyderabad,17.3995811768,78.4785772115,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,3,None
Van Lavino,"Cafe, Desserts",4.6,Excellent,1326,1200,3,Jubilee Hills,Hyderabad,17.4295358102,78.41014366600001,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,2,None
Fat Pigeon - Bar Hop,"Continental, Mexican, North Indian, Lebanese, Italian",4.5,Excelente,2257,2200,4,Jubilee Hills,Hyderabad,17.4256095329,78.4085356817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,5,None
Rayalaseema Ruchulu,"Andhra, South Indian, Biryani",4.5,Excelente,2251,1000,3,Hitech City,Hyderabad,17.4465828197,78.384488672,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,None,3,None
"3B's - Buddies, Bar & Barbecue","North Indian, Mediterranean, European",4.5,Excelente,2021,1100,3,Jubilee Hills,Hyderabad,17.4384337585,78.3978678659,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,3,None
Verandah - The Park,"North Indian, Italian, Continental, Chinese",4.5,Excelente,1388,1800,3,Somajiguda,Hyderabad,17.423250975,78.46266735350001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Park,4,Hotel
Barbeque Pride,"North Indian, Chinese, Beverages",4.5,Harika,2597,1200,3,Jubilee Hills,Hyderabad,17.4349353431,78.40220768,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,3,None
eat.fit,"Healthy Food, North Indian, Biryani, Continental, Beverages",4.5,Skvělé,371,400,1,Jubilee Hills,Hyderabad,17.437264,78.399665,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,5,None
Mandi@36,Arabian,4.5,Vynikajúce,1515,600,2,Jubilee Hills,Hyderabad,17.4307129732,78.4079207852,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,1,None
Barbeque Pride,"North Indian, Chinese, Beverages",4.5,Excelente,1197,1200,3,Hitech City,Hyderabad,17.4477864202,78.3789110184,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,3,None
Cafe Niloufer & Bakers,"Bakery, Fast Food",4.5,Excelente,772,400,1,Lakdikapul,Hyderabad,17.400775809200002,78.4628594667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,2,None
Broadway,"Continental, North Indian, Chinese",4.5,Excellent,1536,2700,4,Jubilee Hills,Hyderabad,17.429147,78.403548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,3,None
Thinespo,"Continental, Italian, Salad",4.5,Excelente,1975,800,2,Kompally,Hyderabad,17.5253166435,78.4834206104,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,None,3,None
Ohri's Rubaiyat,"North Indian, Mughlai",4.5,Excelente,2899,1200,3,Hitech City,Hyderabad,17.4446723314,78.3770328015,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,2,None
Cream Stone,"Ice Cream, Desserts",4.5,Excelente,1403,350,1,Hitech City,Hyderabad,17.446062739000002,78.3776758611,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,2,None
Ohri's Nautanki Gali,"Continental, Chinese, Mughlai",4.5,Excelente,4951,1100,3,Hitech City,Hyderabad,17.444686405,78.3770257607,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,3,None
Barbeque Pride,"North Indian, Chinese, Beverages",4.5,Excellent,1197,1200,3,Hitech City,Hyderabad,17.4477864202,78.3789110184,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,3,None
Santè Spa Cuisine,"Healthy Food, Salad, Desserts, Cafe",4.5,Excellent,604,1500,3,Jubilee Hills,Hyderabad,17.415341762,78.4212349355,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,None,4,None
Dialogue in the Dark,North Indian,4.5,Excellent,1118,1200,3,Hitech City,Hyderabad,17.434705034500002,78.3866294101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inorbit Mall,1,Mall
Karachi Bakery,"Bakery, Fast Food, Desserts",4.5,Excellent,2057,450,1,Banjara Hills,Hyderabad,17.410544691400002,78.4499342367,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,3,None
Mandi@36,Arabian,4.5,Excellent,1515,600,2,Jubilee Hills,Hyderabad,17.4307129732,78.4079207852,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,1,None
Rayalaseema Ruchulu,"Andhra, South Indian, Biryani",4.5,Excellent,2251,1000,3,Hitech City,Hyderabad,17.4465828197,78.384488672,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,None,3,None
Paradise Biryani,"Biryani, North Indian",4.5,Excellent,6055,800,2,Hitech City,Hyderabad,17.4503826264,78.3790816739,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,2,None
Cream Stone,"Ice Cream, Desserts",4.5,Excellent,1403,350,1,Hitech City,Hyderabad,17.446062739000002,78.3776758611,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,2,None
Aura Cafe,"Cafe, Continental, European, Italian",4.5,Excellent,1715,1600,3,Jubilee Hills,Hyderabad,17.436012,78.412096,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,4,None
eat.fit,"Healthy Food, North Indian, Biryani, Continental, Beverages",4.5,Excellent,371,400,1,Jubilee Hills,Hyderabad,17.437264,78.399665,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,5,None
Ohri's Mehfill - Hotel Baseraa,"Mughlai, Chinese",4.5,Excellent,1173,1200,3,S D Road,Secunderabad,17.4414308846,78.4996449575,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hotel Baseraa,2,Hotel
Cafe Niloufer & Bakers,"Bakery, Fast Food",4.5,Excellent,772,400,1,Lakdikapul,Hyderabad,17.400775809200002,78.4628594667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,2,None
Lé Vantage Cafe Bar,"Cafe, Continental",4.5,Excellent,2438,1000,3,Jubilee Hills,Hyderabad,17.4300293,78.4172568,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,2,None
The Glass Onion,"North Indian, Continental, Italian, Asian",4.5,Excellent,914,1200,3,Gachibowli,Hyderabad,17.4340991937,78.3452875167,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,4,None
Fat Pigeon - Bar Hop,"Continental, Mexican, North Indian, Lebanese, Italian",4.5,Excellent,2257,2200,4,Jubilee Hills,Hyderabad,17.4256095329,78.4085356817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,5,None
Ohri's Rubaiyat,"North Indian, Mughlai",4.5,Excellent,2899,1200,3,Hitech City,Hyderabad,17.4446723314,78.3770328015,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,2,None
Pizza Den,"Pizza, Ice Cream, Desserts",4.5,Excellent,1600,400,1,Paradise Circle,Secunderabad,17.4407326258,78.48678007720001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,None,3,None
Kakatiya Deluxe Mess,Andhra,4.5,Excellent,2916,250,1,Ameerpet,Hyderabad,17.433377,78.44682,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,1,None
Vac's Patisserie,"Bakery, Fast Food, Desserts",4.5,Excellent,743,400,1,Karkhana,Secunderabad,17.4559523345,78.4988003969,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,3,None
Subbayya Gari Hotel,South Indian,4.5,Excellent,4361,400,1,Kukatpally,Hyderabad,17.4901351098,78.396515362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,None,1,None
Thinespo,"Continental, Italian, Salad",4.5,Excellent,1975,800,2,Kompally,Hyderabad,17.5253166435,78.4834206104,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,None,3,None
Ohri's Nautanki Gali,"Continental, Chinese, Mughlai",4.5,Excellent,4951,1100,3,Hitech City,Hyderabad,17.444686405,78.3770257607,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,3,None
Hard Rock Cafe,"American, Salad",4.5,Excellent,3129,2000,4,Banjara Hills,Hyderabad,17.418581432899998,78.4487128258,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,GVK One Mall,2,Mall
SodaBottleOpenerWala,"Parsi, Hyderabadi",4.5,Excellent,2763,1400,3,Jubilee Hills,Hyderabad,17.4225616036,78.4109959379,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,None,2,None
King And Cardinal Bakery,"Bakery, Fast Food, Desserts",4.5,Excellent,1470,350,1,Himayath Nagar,Hyderabad,17.4005428981,78.4886817634,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,3,None
Ohri's Far East,"Chinese, Momos",4.5,Excellent,1865,1200,3,Banjara Hills,Hyderabad,17.4084025244,78.4388785064,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,2,None
Verandah - The Park,"North Indian, Italian, Continental, Chinese",4.5,Excellent,1388,1800,3,Somajiguda,Hyderabad,17.423250975,78.46266735350001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Park,4,Hotel
"3B's - Buddies, Bar & Barbecue","North Indian, Mediterranean, European",4.5,Excellent,2021,1100,3,Jubilee Hills,Hyderabad,17.4384337585,78.3978678659,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,3,None
Adaa - Taj Falaknuma Palace,Hyderabadi,4.5,Excellent,1117,8000,4,Falaknuma,Hyderabad,17.3343358196,78.4676582739,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Taj Falaknuma,1,Hotel
Kathmandu Momos,"Momos, Rolls",4.5,Excellent,1093,150,1,Somajiguda,Hyderabad,17.4234630641,78.4595502913,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,None,2,None
Barbeque Pride,"North Indian, Chinese, Beverages",4.5,Excellent,2597,1200,3,Jubilee Hills,Hyderabad,17.4349353431,78.40220768,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,3,None
Cafe Niloufer,"Bakery, Beverages",4.5,Excellent,977,150,1,Lakdikapul,Hyderabad,17.4000009307,78.4626636654,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,2,None
Ohri's Far East,"Chinese, Momos",4.5,Excelente,1865,1200,3,Banjara Hills,Hyderabad,17.4084025244,78.4388785064,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,2,None
